model auto,year of production,mileage,exterior colour,tax,transmission,wheel drive,number of owners,engine volume,engine power,engine type,fuel type,acceleration,MPG,country of the car brand,class,top speed,environmental class,price,fuel utilization efficiency,engine optimality,intensity of use
Mercedes-Benz,2019,113000.0,чёрный,49500.0,автоматическая,полный,1 владелец,2.9,330.0,дизельный ,ДТ ,5.7,7.5,Германия ,E ,245.0,Euro 6 ,6986000.0,2.586206896551724,5454.900000000001,18833.333333333332
Land,2015,196000.0,серый,18000.0,автоматическая,полный,3 или более,2.0,240.0,бензиновый ,АИ-95 ,8.2,8.0,Великобритания ,D ,200.0,Euro 5 ,2150000.0,4.0,3935.9999999999995,19600.0
Ford,2012,250000.0,чёрный,7245.0,автоматическая,передний,3 или более,2.3,161.0,бензиновый ,АИ-95 ,10.5,7.7,США ,D ,207.0,Euro 4 ,850000.0,3.347826086956522,3888.1499999999996,19230.76923076923
BMW,2018,233909.0,чёрный,18675.0,автоматическая,полный,2 владельца,2.0,249.0,бензиновый ,АИ-95 ,6.0,6.7,Германия ,E ,250.0,Euro 6 ,3100000.0,3.35,2988.0,33415.57142857143
EXEED,2022,40634.0,серый,18675.0,роботизированная,полный,1 владелец,2.0,249.0,бензиновый ,АИ-95 ,8.5,9.5,Китай ,E ,195.0,Euro 5 ,3560000.0,4.75,4233.0,13544.666666666666
BMW,2020,88240.0,белый,18675.0,автоматическая,полный,1 владелец,3.0,249.0,дизельный ,ДТ ,5.4,5.4,Германия ,E ,250.0,Euro 6 ,6790000.0,1.8,4033.8,17648.0
EXEED,2022,43181.0,серый,18675.0,роботизированная,полный,1 владелец,2.0,249.0,бензиновый ,АИ-95 ,8.5,9.5,Китай ,E ,195.0,Euro 5 ,3600000.0,4.75,4233.0,14393.666666666666
EXEED,2022,31567.0,фиолетовый,18675.0,роботизированная,полный,1 владелец,2.0,249.0,бензиновый ,АИ-95 ,8.5,9.5,Китай ,E ,195.0,Euro 5 ,3769000.0,4.75,4233.0,10522.333333333334
Mazda,2017,88295.0,коричневый,9700.0,автоматическая,полный,1 владелец,2.5,194.0,бензиновый ,АИ-95 ,9.0,7.4,Япония ,C ,195.0,Euro 0,2495000.0,2.96,4365.0,11036.875
Nissan,2018,65624.0,серебристый,5040.0,вариатор,передний,3 или более,2.0,144.0,бензиновый ,АИ-95 ,11.7,7.1,Япония ,D ,183.0,Euro 6 ,1860000.0,3.55,3369.6,9374.857142857143
Mitsubishi,2006,196000.0,серый,1176.0,механическая,передний,3 или более,1.6,98.0,бензиновый ,АИ-95 ,11.8,6.7,Япония ,C ,183.0,Euro 0,320000.0,4.1875,1850.2400000000002,10315.78947368421
Nissan,2021,45335.0,серый,5040.0,вариатор,полный,1 владелец,2.0,144.0,бензиновый ,АИ-95 ,12.1,7.5,Япония ,D ,180.0,Euro 6 ,2825000.0,3.75,3484.7999999999997,11333.75
Nissan,2018,71529.0,чёрный,5040.0,вариатор,передний,1 владелец,2.0,144.0,бензиновый ,АИ-95 ,11.7,7.1,Япония ,D ,183.0,Euro 5 ,2114000.0,3.55,3369.6,10218.42857142857
Nissan,2017,58815.0,синий,5040.0,вариатор,полный,1 владелец,2.0,144.0,бензиновый ,АИ-95 ,12.1,7.5,Япония ,D ,180.0,Euro 5 ,2117000.0,3.75,3484.7999999999997,7351.875
Volvo,2020,9700.0,синий,18675.0,автоматическая,полный,1 владелец,2.0,249.0,бензиновый ,АИ-95 ,6.8,7.2,Швеция ,D ,220.0,Euro 6 ,4380000.0,3.6,3386.4,1940.0
Ford,2005,110000.0,белый,1080.0,механическая,передний,3 или более,1.8,90.0,дизельный ,ДТ ,15.2,6.5,США ,M ,155.0,Euro 0,499999.0,3.611111111111111,2462.4,5500.0
Chery,2021,35000.0,серый,2825.0,вариатор,передний,1 владелец,1.5,113.0,бензиновый ,АИ-92 ,14.6,7.5,Китай ,B ,165.0,Euro 5 ,1499000.0,5.0,2474.7,8750.0
Nissan,2015,150000.0,чёрный,5040.0,вариатор,полный,2 владельца,2.0,144.0,бензиновый ,АИ-95 ,12.1,7.5,Япония ,D ,180.0,Euro 5 ,1000000.0,3.75,3484.7999999999997,15000.0
Nissan,2008,186607.0,золотистый,4935.0,вариатор,полный,3 или более,2.0,141.0,бензиновый ,АИ-95 ,11.9,8.5,Япония ,D ,172.0,Euro 0,919000.0,4.25,3355.8,10976.882352941177
Nissan,2019,151482.0,белый,5040.0,вариатор,полный,1 владелец,2.0,144.0,бензиновый ,АИ-95 ,12.1,7.5,Япония ,D ,180.0,Euro 6 ,1917000.0,3.75,3484.7999999999997,25247.0
Kia,2021,28124.0,серый,4480.0,автоматическая,передний,1 владелец,1.6,128.0,бензиновый ,АИ-92 ,11.8,7.2,Южная Корея ,C ,192.0,Euro 6 ,2350000.0,4.5,2416.6400000000003,7031.0
Mercedes-Benz,2021,7668.0,чёрный,55050.0,автоматическая,полный,1 владелец,3.0,367.0,бензиновый ,АИ-95 ,5.1,8.4,Германия ,F ,250.0,Euro 6 ,14600000.0,2.8000000000000003,5615.099999999999,1917.0
Kia,2011,153227.0,серебристый,3050.0,автоматическая,передний,3 или более,1.6,122.0,бензиновый ,АИ-95 ,11.9,6.6,Южная Корея ,C ,187.0,Euro 0,750000.0,4.124999999999999,2322.88,10944.785714285714
Kia,2018,72708.0,коричневый,4550.0,автоматическая,передний,1 владелец,1.6,130.0,бензиновый ,АИ-95 ,11.8,6.8,Южная Корея ,C ,190.0,Euro 6 ,1465000.0,4.25,2454.4,10386.857142857143
Nissan,2002,239294.0,зелёный,2850.0,механическая,полный,3 или более,2.2,114.0,дизельный ,ДТ ,13.7,7.2,Япония ,D ,165.0,Euro 0,470000.0,3.2727272727272725,3435.96,10404.08695652174
Kia,2017,120347.0,белый,4725.0,роботизированная,передний,2 владельца,1.6,135.0,бензиновый ,АИ-95 ,10.8,5.9,Южная Корея ,C ,195.0,Euro 6 ,1505000.0,3.6875,2332.8,15043.375
Mazda,2007,110000.0,чёрный,2625.0,автоматическая,передний,3 или более,1.6,105.0,бензиновый ,АИ-95 ,12.6,7.6,Япония ,C ,174.0,Euro 0,570000.0,4.749999999999999,2116.7999999999997,6111.111111111111
Nissan,2016,170318.0,белый,5040.0,вариатор,передний,1 владелец,2.0,144.0,бензиновый ,АИ-95 ,11.7,7.1,Япония ,D ,183.0,Euro 5 ,1579000.0,3.55,3369.6,18924.222222222223
Kia,2015,162000.0,серебристый,4515.0,автоматическая,передний,1 владелец,1.6,129.0,бензиновый ,АИ-95 ,11.8,6.9,Южная Корея ,C ,190.0,Euro 4 ,1265000.0,4.3125,2435.5200000000004,16200.0
Mitsubishi,2013,149500.0,чёрный,5250.0,вариатор,полный,2 владельца,2.0,150.0,бензиновый ,АИ-92 ,11.9,8.1,Япония ,C ,188.0,Euro 4 ,1410600.0,4.05,3570.0,12458.333333333334
Nissan,2020,29000.0,серый,5040.0,механическая,передний,1 владелец,2.0,144.0,бензиновый ,АИ-95 ,9.9,7.7,Япония ,C ,194.0,Euro 5 ,2400000.0,3.85,2851.2000000000003,5800.0
Land,2015,196000.0,серый,18000.0,автоматическая,полный,3 или более,2.0,240.0,бензиновый ,АИ-95 ,8.2,8.0,Великобритания ,D ,200.0,Euro 5 ,2150000.0,4.0,3935.9999999999995,19600.0
Kia,2019,62523.0,чёрный,4900.0,роботизированная,передний,2 владельца,1.4,140.0,бензиновый ,АИ-95 ,9.2,6.1,Южная Корея ,C ,205.0,Euro 6 ,1750000.0,4.357142857142857,1803.1999999999998,10420.5
Ford,2012,250000.0,чёрный,7245.0,автоматическая,передний,3 или более,2.3,161.0,бензиновый ,АИ-95 ,10.5,7.7,США ,D ,207.0,Euro 4 ,850000.0,3.347826086956522,3888.1499999999996,19230.76923076923
Mitsubishi,2008,227779.0,синий,7650.0,вариатор,полный,2 владельца,2.4,170.0,бензиновый ,АИ-95 ,10.8,9.3,Япония ,D ,190.0,Euro 0,1034000.0,3.8750000000000004,4406.400000000001,13398.764705882353
Haval,2019,86763.0,голубой,5250.0,роботизированная,передний,1 владелец,1.5,150.0,бензиновый ,АИ-95 ,11.0,8.2,Китай ,C ,180.0,Euro 5 ,1730000.0,5.466666666666666,2475.0,14460.5
Kia,2012,365259.0,серебристый,3125.0,механическая,передний,1 владелец,1.6,125.0,бензиновый ,АИ-95 ,10.8,6.1,Южная Корея ,C ,192.0,Euro 0,690000.0,3.8124999999999996,2160.0,28096.846153846152
Skoda,2011,67909.0,серый,2550.0,механическая,передний,1 владелец,1.6,102.0,бензиновый ,АИ-95 ,12.3,7.4,Чехия ,C ,190.0,Euro 4 ,1075000.0,4.625,2007.3600000000004,4850.642857142857
Mazda,2017,88295.0,коричневый,9700.0,автоматическая,полный,1 владелец,2.5,194.0,бензиновый ,АИ-95 ,9.0,7.4,Япония ,C ,195.0,Euro 0,2495000.0,2.96,4365.0,11036.875
Renault,2016,139800.0,чёрный,2850.0,вариатор,передний,3 или более,1.6,114.0,бензиновый ,АИ-95 ,12.9,6.9,Франция ,B ,166.0,Euro 5 ,1220000.0,4.3125,2352.96,15533.333333333334
Kia,2018,160000.0,чёрный,4550.0,автоматическая,передний,3 или более,1.6,130.0,бензиновый ,АИ-95 ,11.5,6.8,Южная Корея ,C ,192.0,Euro 6 ,1270000.0,4.25,2392.0,22857.14285714286
Mitsubishi,2018,239054.0,серый,5110.0,вариатор,передний,1 владелец,2.0,146.0,бензиновый ,АИ-92 ,11.1,7.3,Япония ,D ,193.0,Euro 4 ,1554000.0,3.65,3241.2,34150.57142857143
Skoda,2016,109172.0,белый,9000.0,механическая,передний,2 владельца,1.8,180.0,бензиновый ,АИ-95 ,7.3,6.4,Чехия ,C ,231.0,Euro 5 ,1490000.0,3.555555555555556,2365.2,12130.222222222223
Skoda,2014,101587.0,чёрный,9000.0,роботизированная,передний,3 или более,1.8,180.0,бензиновый ,АИ-95 ,7.4,6.1,Чехия ,C ,231.0,Euro 5 ,1120000.0,3.3888888888888884,2397.6,9235.181818181818
Skoda,2014,92766.0,чёрный,9000.0,роботизированная,передний,2 владельца,1.8,180.0,бензиновый ,АИ-95 ,7.4,6.1,Чехия ,C ,231.0,Euro 5 ,1320000.0,3.3888888888888884,2397.6,8433.272727272728
Ford,2012,250000.0,чёрный,7245.0,автоматическая,передний,3 или более,2.3,161.0,бензиновый ,АИ-95 ,10.5,7.7,США ,D ,207.0,Euro 4 ,850000.0,3.347826086956522,3888.1499999999996,19230.76923076923
Haval,2020,68863.0,белый,9500.0,роботизированная,полный,1 владелец,2.0,190.0,бензиновый ,АИ-95 ,9.0,8.8,Китай ,C ,195.0,Euro 5 ,1989000.0,4.4,3420.0,13772.6
Chevrolet,2015,167000.0,зелёный,960.0,механическая,полный,1 владелец,1.7,80.0,бензиновый ,АИ-95 ,19.0,10.8,США ,J ,140.0,Euro 4 ,620000.0,6.352941176470589,2584.0,16700.0
Haval,2019,85635.0,серый,5250.0,роботизированная,полный,1 владелец,1.5,150.0,бензиновый ,АИ-95 ,11.0,8.4,Китай ,C ,180.0,Euro 5 ,1649000.0,5.6000000000000005,2475.0,14272.5
Skoda,2021,70938.0,зелёный,5250.0,автоматическая,передний,1 владелец,1.4,150.0,бензиновый ,АИ-95 ,9.0,5.5,Чехия ,C ,223.0,Euro 5 ,2300000.0,3.928571428571429,1890.0,17734.5
Skoda,2014,391000.0,серый,9000.0,механическая,передний,1 владелец,1.8,180.0,бензиновый ,АИ-95 ,7.3,6.4,Чехия ,C ,231.0,Euro 5 ,959000.0,3.555555555555556,2365.2,35545.454545454544
Mazda,2017,88295.0,коричневый,9700.0,автоматическая,полный,1 владелец,2.5,194.0,бензиновый ,АИ-95 ,9.0,7.4,Япония ,C ,195.0,Euro 0,2495000.0,2.96,4365.0,11036.875
Volkswagen,2012,135148.0,белый,6840.0,роботизированная,передний,3 или более,1.8,152.0,бензиновый ,АИ-95 ,8.5,7.3,Германия ,E ,222.0,Euro 0,999900.0,4.055555555555555,2325.6000000000004,10396.0
Kia,2019,46297.0,серый,4480.0,механическая,передний,1 владелец,1.6,128.0,бензиновый ,АИ-92 ,10.5,6.8,Южная Корея ,C ,195.0,Euro 6 ,1620000.0,4.25,2150.4,7716.166666666667
Skoda,2021,34513.0,белый,5100.0,механическая,передний,1 владелец,1.4,150.0,бензиновый ,АИ-95 ,8.1,5.8,Чехия ,C ,227.0,Euro 5 ,2565000.0,4.142857142857143,1701.0,8628.25
Hyundai,2019,250000.0,коричневый,5250.0,автоматическая,передний,1 владелец,2.0,150.0,бензиновый ,АИ-95 ,11.1,7.8,Южная Корея ,D ,205.0,Euro 5 ,1350000.0,3.9,3330.0,41666.666666666664
Audi,2015,195000.0,чёрный,14300.0,роботизированная,полный,3 или более,2.8,220.0,бензиновый ,АИ-95 ,7.9,8.0,Германия ,E ,240.0,Euro 5 ,2145000.0,2.857142857142857,4866.400000000001,19500.0
Haval,2021,26989.0,синий,9500.0,роботизированная,полный,1 владелец,2.0,190.0,бензиновый ,АИ-95 ,9.0,8.8,Китай ,C ,195.0,Euro 5 ,1920000.0,4.4,3420.0,6747.25
Skoda,2020,33565.0,белый,2750.0,механическая,передний,1 владелец,1.6,110.0,бензиновый ,АИ-95 ,10.8,6.4,Чехия ,C ,191.0,Euro 5 ,1795000.0,4.0,1900.8000000000002,6713.0
Kia,2020,62184.0,коричневый,5250.0,автоматическая,полный,1 владелец,2.0,150.0,бензиновый ,АИ-95 ,11.6,8.3,Южная Корея ,C ,180.0,Euro 5 ,2525000.0,4.15,3480.0,12436.8
LiXiang,2024,82.0,чёрный,67350.0,автоматическая,полный,1 владелец,1.5,449.0,гибридный ,АИ-95 ,5.3,7.6,Китай ,E ,180.0,Euro 0,7200000.0,5.066666666666666,3569.5499999999997,82.0
Haval,2019,80233.0,серый,9500.0,роботизированная,передний,1 владелец,2.0,190.0,бензиновый ,АИ-95 ,9.0,8.8,Китай ,C ,195.0,Euro 5 ,1899000.0,4.4,3420.0,13372.166666666666
Mazda,2016,147000.0,серый,9600.0,автоматическая,полный,2 владельца,2.5,192.0,бензиновый ,АИ-95 ,7.9,7.3,Япония ,C ,194.0,Euro 4 ,2270000.0,2.92,3792.0,16333.333333333334
Haval,2019,38267.0,белый,5250.0,роботизированная,полный,1 владелец,1.5,150.0,бензиновый ,АИ-95 ,11.0,8.4,Китай ,C ,180.0,Euro 5 ,2074000.0,5.6000000000000005,2475.0,6377.833333333333
Chery,2021,39000.0,серый,5145.0,вариатор,передний,1 владелец,1.5,147.0,бензиновый ,АИ-92 ,9.8,8.2,Китай ,C ,186.0,Euro 6 ,1789900.0,5.466666666666666,2160.9,9750.0
Haval,2021,28316.0,чёрный,9310.0,роботизированная,полный,1 владелец,2.0,190.0,бензиновый ,АИ-95 ,9.0,8.8,Китай ,C ,195.0,Euro 5 ,2420000.0,4.4,3420.0,7079.0
Toyota,2020,234000.0,синий,18675.0,автоматическая,полный,1 владелец,3.5,249.0,бензиновый ,АИ-95 ,8.8,9.5,Япония ,E ,180.0,Euro 5 ,4580000.0,2.7142857142857144,7669.200000000001,46800.0
Lada,2022,66500.0,белый,1080.0,механическая,передний,1 владелец,1.6,90.0,бензиновый ,АИ-95 ,11.3,6.8,Россия ,B ,178.0,Euro 5 ,790000.0,4.25,1627.2,22166.666666666668
BMW,2022,24000.0,серый,17325.0,автоматическая,передний,1 владелец,2.0,231.0,бензиновый ,АИ-95 ,6.3,6.9,Германия ,C ,209.0,Euro 6 ,3270000.0,3.45,2910.6,8000.0
Volkswagen,2019,71700.0,белый,9000.0,роботизированная,полный,3 или более,2.0,180.0,бензиновый ,АИ-95 ,7.7,8.0,Германия ,C ,208.0,Euro 6 ,2930000.0,4.0,2772.0,11950.0
Haval,2019,33069.0,серый,5250.0,роботизированная,полный,1 владелец,1.5,150.0,бензиновый ,АИ-95 ,11.0,8.4,Китай ,C ,180.0,Euro 5 ,2064000.0,5.6000000000000005,2475.0,5511.5
Skoda,2018,93000.0,белый,3740.0,механическая,передний,2 владельца,1.6,110.0,бензиновый ,АИ-95 ,10.8,6.4,Чехия ,C ,191.0,Euro 5 ,1550000.0,4.0,1900.8000000000002,13285.714285714286
Kia,2021,266000.0,белый,5250.0,автоматическая,передний,1 владелец,2.0,150.0,бензиновый ,АИ-95 ,10.6,9.8,Южная Корея ,D ,210.0,Euro 5 ,2100000.0,4.9,3180.0,66500.0
